index,subject,question,answer,a,b,c,d
233,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
234,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
235,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
236,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
237,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
238,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
239,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
240,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
241,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
242,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
243,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
244,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
